"ff" "t" "td" "hu" "precip" "ws_arome" "t2m_arome" "d2m_arome" "r_arome" "tp_arome" "msl_arome" "season" "month" "wind_dir"
"26" 3.8225 286.186666666667 283.047083333333 82.0916666666667 0 3.6131954875 286.767572916667 283.599005833333 82.1548495 18.0009737293 101778.164 "spring" "Jun" 4
"27" 2.86458333333333 290.440833333333 288.691666666667 90.0916666666667 2.2 2.73691667833333 291.10478125 288.186302916667 83.839322625 6.40398776492 101703.93 "summer" "Aug" 3
"28" 3.37083333333333 286.715833333333 284.919583333333 89.4375 0.2 3.085444425 286.86815625 284.719922083333 87.312378625 6.6900278689 102423.43 "spring" "Jun" 4
"30" 3.68875 276.53125 275.85625 95.4583333333333 0 2.96908395083333 276.6611125 276.06854125 95.9880470833333 4.421156293 101958.89 "winter" "Jan" 2
"31" 2.40458333333333 280.775 277.239583333333 79.3458333333333 1.2 2.1447173125 279.66919 276.652900416667 81.5861957916667 0.0290447623 102410.68 "autumn" "Nov" 4
"32" 3.74666666666667 277.199166666667 275.684583333333 89.9541666666667 1.4 3.08523753333333 276.955447916667 275.453973333333 90.057065625 25.30542102 102794.32 "autumn" "Nov" 4
"33" 4.555 277.340416666667 274.094583333333 79.7458333333333 1.2 3.66502299166667 276.8039425 274.346831666667 84.04071875 26.1368359 101437.33 "autumn" "Dec" 4
"34" 4.86625 275.918333333333 273.397083333333 83.6583333333333 3 5.1516119625 276.335279583333 273.87986125 83.8275735416667 72.2751623 101569.35 "autumn" "Dec" 1
"35" 3.89333333333333 279.875833333333 279.389583333333 96.6333333333333 4.8 3.54710197916667 279.60475125 278.933105 95.5626733333333 32.31394557 101900.32 "winter" "Mar" 3
"36" 6.38125 283.709583333333 280.712083333333 82.7666666666667 1.2 5.665511025 283.410952083333 281.02286625 85.864137 31.81727787 101001.23 "spring" "Mar" 3
"37" 5.74833333333333 286.808333333333 284.92125 89.05 19.3 5.6816363875 287.11403875 284.591150416667 85.4340945833333 78.849504154 100544.03 "summer" "Jul" 3
"38" 3.35708333333333 291.874166666667 287.724583333333 80 0.4 2.79579192083333 291.81912125 286.6324475 75.1527954166667 0.2235414441 101795.836 "summer" "Aug" 2
"39" 1.94333333333333 297.568333333333 291.064583333333 69.8708333333333 0 2.04025478791667 297.889949166667 289.567345416667 64.0448760416667 0 101364.555 "summer" "Jun" 4
"40" 3.32833333333333 289.564583333333 287.954583333333 90.6458333333333 0.4 2.5500627 289.308166666667 287.578119583333 90.0778064166667 3.5052830645 101824.99 "summer" "Jun" 4
"41" 4.06458333333333 283.089583333333 281.764166666667 91.6916666666667 10.9 3.137652425 283.292045833333 281.9165525 91.3941222916666 52.78930608777 101435.72 "summer" "Sep" 4
"42" 6.30875 289.425416666667 285.924583333333 81.1 0.2 4.6410612125 288.989444166667 286.656651666667 86.76187575 0.008612168 101667.17 "summer" "Jul" 4
"43" 5.96625 284.21 283.947083333333 98.3333333333333 7.6 4.25660667916667 283.610000416667 283.178173333333 97.1711859583334 100.94267906 101479.625 "autumn" "Nov" 4
"44" 2.89458333333333 274.905833333333 270.46 74.1958333333333 0 2.23066175 273.72732 269.92807625 75.0684362083333 0.00264375632 102145.18 "winter" "Jan" 3
"45" 1.74416666666667 298.629583333333 290.49375 63.4416666666667 0 1.7468605425 297.735942916667 288.989538333333 62.553803125 0 101392.45 "spring" "Jun" 3
"46" 2.3775 289.705 286.998333333333 85.075 0.2 2.19197392916667 291.09920375 287.1766425 79.8793665833333 1.0350340023 101557.336 "summer" "Aug" 1
"47" 4.19458333333333 285.540833333333 278.89 65.9333333333333 0 3.838187325 284.574317083333 279.8050625 73.19780075 0 101618.914 "spring" "Mar" 3
"48" 4.23875 277.822916666667 277.610416666667 98.5708333333333 0.2 3.46927897916667 276.7983375 276.786122916667 99.9114728333333 5.6991739608 101656.5 "winter" "Jan" 3
"49" 3.03958333333333 277.207916666667 275.08 86.7625 4.6 3.46372572916667 277.9232675 275.12613625 82.5218479583334 10.947267895 100876.766 "autumn" "Nov" 4
"50" 5.26833333333333 281.4575 280.1175 91.625 5.2 4.62256070416667 281.20351 279.987642916667 92.1270990416667 100.53121894 102112.625 "winter" "Feb" 4
"51" 5.995 290.5075 288.874166666667 90.7791666666666 4.2 5.92999710416667 290.023552916667 289.204275833333 95.1805780833333 27.8854665 100441.6 "summer" "Jul" 3
"52" 5.42291666666667 281.928333333333 281.64375 98.1541666666667 0.4 4.44012228333333 282.23664875 281.938327916667 98.0505006666667 0.91954409318 102664.98 "autumn" "Dec" 3
"53" 2.62208333333333 281.950833333333 281.496666666667 97.05 0.6 2.10648034166667 282.445072083333 281.2764825 92.73073175 2.7291169396 102944.086 "winter" "Mar" 2
"54" 4.56833333333333 287.040416666667 284.825833333333 86.975 0 5.23107682083333 286.870132083333 284.556018333333 86.3420512083333 1.617329199 101550.125 "autumn" "Oct" 3
"55" 2.02958333333333 279.69875 279.4925 98.4541666666667 0 2.12341801458333 279.297865 279.22205125 99.482524125 1.5250682633 103738.07 "autumn" "Dec" 4
"56" 2.47166666666667 290.244166666667 285.877083333333 79.125 0.2 1.97217052916667 290.39488375 285.277080833333 74.5294330833333 0.0017463369 102429.72 "summer" "Aug" 2
"57" 5.13791666666667 281.270833333333 276.982083333333 76.0625 0 4.87289962083333 281.70071125 276.700134166667 72.1837868333333 0 101247.875 "autumn" "Oct" 2
"58" 2.11958333333333 281.323333333333 278.435416666667 82.5416666666667 0 1.98467409333333 281.474248333333 278.330861666667 81.3596727916667 0 101799.19 "autumn" "Oct" 2
"59" 4.535 284.722083333333 280.10625 75.4708333333333 0.2 3.08675055 285.390000416667 280.651973333333 75.1902244166667 2.06149317 99753.164 "spring" "May" 2
"61" 4.08 288.051666666667 284.76 82.25 0 3.57392336666667 287.278622083333 283.964082916667 82.0953159583333 16.32796696 101862.72 "summer" "Aug" 4
"62" 2.45541666666667 283.874166666667 281.054583333333 84.1333333333334 0.4 1.72300877291667 283.43822375 280.670024583333 84.618666625 2.89455354 101535.445 "autumn" "Oct" 3
"63" 5.47666666666667 288.187083333333 287.689583333333 96.8666666666667 7.2 5.02351405416667 288.038197916667 287.632955416667 97.4369595416667 64.49512925 101732.87 "spring" "Jun" 4
"64" 3.935 280.929166666667 277.37 80.0583333333333 0.4 3.23259216375 280.447141666667 275.73614875 73.6483364583333 0.072941609 102574.01 "spring" "Apr" 2
"65" 5.25375 280.27875 279.355416666667 93.9791666666666 2.6 4.30113720833333 280.336095 278.904912083333 90.7272478333334 59.53344206 101570.93 "winter" "Jan" 1
"66" 2.65291666666667 282.267916666667 281.897083333333 97.525 0.4 2.4593078375 283.238059583333 281.680449583333 90.267416625 0.7042759595 102341.695 "autumn" "Nov" 2
"67" 4.72958333333333 278.390416666667 275.2525 81.0125 0 3.8477375 278.564537083333 276.1766 85.253322875 0.0208529142 102097.586 "spring" "Mar" 1
"68" 3.92041666666667 288.56375 286.397083333333 87.4666666666667 0.8 3.321732175 288.240715833333 286.442884166667 89.4257675416666 5.89791847524 101985.47 "summer" "Aug" 4
"69" 3.07958333333333 281.28625 277.409166666667 78.4208333333333 0.2 2.61781585625 281.55020625 277.484972916667 77.4027059583333 0 102680.38 "spring" "May" 3
"70" 6.04541666666667 279.193333333333 277.761666666667 90.5875 6.4 6.7059741375 280.3578275 277.919844583333 84.6051273333333 54.99649952 98835.38 "winter" "Jan" 4
"71" 1.52 287.2275 284.51375 85.0125 0.2 1.38268610625 286.601991666667 284.39896875 87.6088125416667 0.706199319 100943.28 "autumn" "Oct" 2
"72" 6.34041666666667 284.93375 281.937916666667 83.3416666666667 0.4 5.27475844583333 285.04872875 281.644002916667 81.0833343333333 3.3430219865 100699.52 "spring" "May" 2
"74" 3.34291666666667 284.15375 282.637916666667 90.9458333333333 0 2.68386814583333 284.101787916667 282.740777083333 91.788391 0.09144483394 102378.734 "autumn" "Oct" 2
"75" 2.095 280.117083333333 279.747083333333 97.6875 0.6 2.1025719625 280.00733125 278.859678333333 92.6099956666666 9.141266575 102463.72 "winter" "Dec" 4
"76" 2.83083333333333 277.86625 275.569583333333 86.6458333333334 0.4 2.3624928125 277.8817175 276.0763025 89.0443195416667 0.97823255848 101498.74 "spring" "Mar" 2
"77" 3.89291666666667 285.364583333333 283.825833333333 90.5291666666667 1.4 3.4531751 285.398735416667 284.53433625 94.542980125 56.00090296 99080.61 "spring" "May" 3
"78" 2.36625 288.0425 283.7225 77.4291666666667 0.2 1.96440239041667 287.941967083333 283.681281666667 77.7499120833333 0 101552.34 "summer" "Aug" 2
"79" 3.55541666666667 281.842083333333 281.11125 95.3916666666667 0.2 2.94015062083333 283.373673333333 282.117147916667 92.3363274166667 0.67727100056 102854.695 "autumn" "Oct" 2
"80" 4.09375 283.602916666667 281.435833333333 87.4583333333334 0.4 4.205521425 283.75807625 280.6232675 82.5787989166667 50.347321817 100835.34 "autumn" "Oct" 4
"81" 2.21333333333333 289.856666666667 284.555416666667 74.3125 0.2 1.90237709291667 289.870443333333 284.50872375 73.490070375 0 102436.46 "summer" "Jul" 4
"82" 3.31208333333333 275.174583333333 274.182916666667 93.3791666666667 0 3.04741824166667 275.465492083333 274.201206666667 91.49588225 0 101628.91 "autumn" "Dec" 2
"83" 5.7775 281.97 281.374166666667 96.1875 0.2 5.12244231666667 281.369681666667 280.41994875 93.987374875 0.639121777 102761.164 "autumn" "Dec" 3
"84" 2.09208333333333 285.048333333333 282.189583333333 83.4875 0 1.96712762083333 284.360117083333 281.6024825 84.2024362083333 0.110910280578 102086.78 "autumn" "Nov" 2
"85" 4.35166666666667 287.85875 285.379166666667 86.0375 1.2 3.54348821666667 287.286663333333 285.328379166667 88.49884475 9.88597958 101882.13 "summer" "Jul" 4
"86" 5.16291666666667 278.398333333333 276.359583333333 87.0333333333333 2.8 4.56399364583333 278.349049583333 276.29969625 86.7423952083333 62.43215445 98725.27 "winter" "Jan" 3
"87" 3.81333333333333 286.129583333333 283.9125 87.1208333333333 2.8 3.387893525 286.12422 284.185072083333 88.617191375 26.43193773 101978.21 "summer" "Sep" 4
"88" 2.53 283.260833333333 279.725 79.725 0 2.53484435166667 283.086000416667 279.703819166667 80.60977825 0 102663.914 "autumn" "Oct" 4
"89" 3.83916666666667 290.049583333333 285.789166666667 78.3625 0 3.44173875 290.669063333333 285.134958333333 72.822277875 0.24228689472 101653.44 "summer" "Aug" 2
"90" 2.71791666666667 288.6325 284.2175 77.3125 0.4 2.26513314166667 288.229879583333 283.501898333333 76.064841875 0.0696178868 101499.45 "summer" "Aug" 3
"91" 3.37708333333333 283.452916666667 279.773333333333 79.4791666666667 0.2 3.08223077916667 282.792313333333 279.503244166667 81.6139165416667 10.53338882261 101789.88 "spring" "May" 4
"92" 1.33916666666667 285.23 283.314583333333 88.975 0.4 1.68737735625 283.098417083333 281.482999166667 90.3141282083333 0.329460892 101724.83 "autumn" "Oct" 2
"93" 5.2825 287.39 283.314166666667 78.1583333333333 0 4.35372935416667 287.41923 284.259062916667 82.5326855416667 41.8575357 102317.38 "summer" "Aug" 1
"94" 2.76166666666667 282.79625 281.696666666667 93.0375 12.2 2.79158234166667 283.531762083333 281.621952083333 88.3240430416667 162.922992837 101167.664 "summer" "Sep" 4
"95" 3.50458333333333 281.739583333333 278.708333333333 82.8916666666667 0 2.74502640416667 281.006874166667 278.846319166667 87.277438375 6.3929783158 100683.85 "spring" "Apr" 4
"96" 2.02875 288.593333333333 284.724166666667 79.4458333333333 0 1.68071774208333 288.113697083333 284.809180416667 81.69974025 0 101829.195 "spring" "Jun" 2
"97" 3.83416666666667 286.464583333333 283.724583333333 84.4583333333333 0 3.88409524583333 286.654659166667 283.49401 82.1678125833333 0 101425.31 "spring" "May" 4
"98" 4.53083333333333 285.967083333333 284.2325 89.8708333333333 4.4 3.433951825 286.633614166667 284.166029583333 86.2225655833333 25.3409980102 99650.76 "summer" "Jun" 4
"99" 7.20041666666667 279.313333333333 278.2675 93.1166666666667 16.3 7.7247626625 279.466737083333 277.96610125 90.2493603333334 338.68876498 97874.19 "winter" "Feb" 4
"100" 1.94875 280.625 279.377916666667 92.1708333333333 0 1.7701338675 279.290067083333 278.48718 94.7927678333333 0.01025486709 102622.125 "autumn" "Nov" 4
"101" 4.32458333333333 276.37 274.655833333333 88.6958333333333 8.2 4.02810236666667 277.375343333333 274.500681666667 82.0059268333333 14.7567881856 101541.76 "autumn" "Nov" 4
"102" 5.17375 283.787916666667 283.276666666667 96.75 0 4.84458910833333 283.17030625 282.55055625 95.9665875833333 4.00656977945 101877.61 "autumn" "Dec" 3
"103" 4.89375 289.039166666667 286.58 85.7375 0 5.5270529875 289.600898333333 286.718302083333 83.455074375 7.53098047 101076.81 "summer" "Aug" 4
"104" 5.54541666666667 281.445 280.636666666667 94.7541666666667 4.4 4.22811052083333 281.707838333333 280.8912475 94.6547044583333 78.6645115385 101427.63 "winter" "Mar" 4
"105" 4.90625 280.495 278.477916666667 87.175 3.8 4.1944395625 280.01744625 277.85028375 86.176384625 51.48069402 101734.04 "autumn" "Nov" 4
"106" 4.215 288.022083333333 287.584166666667 97.2541666666667 0.2 4.133237825 287.64876375 287.321193333333 97.9140424166667 30.5226795986 101449.11 "autumn" "Oct" 4
"107" 2.62541666666667 283.16 276.625416666667 68.9583333333333 0 1.64860041083333 280.957753333333 276.966842916667 79.1798547083333 0.778962276 100525.53 "spring" "Apr" 3
"108" 4.65833333333333 279.590833333333 277.0625 84.125 1.6 5.18030487083333 280.086599166667 277.68258125 84.79693175 0.30997694 102378.78 "autumn" "Dec" 3
"109" 3.00166666666667 290.713333333333 286.997083333333 80.5458333333333 0.6 3.11432232 290.944376666667 285.876407916667 73.5940689166667 0 102275.016 "spring" "May" 3
"110" 3.64375 288.23125 284.704583333333 81.0041666666667 0 3.75280899166667 287.852134583333 284.53540875 81.7378712083333 0.5778441662 101099.19 "summer" "Jul" 4
"111" 2.52375 288.091666666667 285.447083333333 85.1 0.2 2.23511020416667 288.242859166667 285.666990416667 85.504108625 0.011980220552 102078.09 "spring" "May" 4
"112" 4.10666666666667 280.961666666667 277.942916666667 82.6125 0 3.74200779583333 280.6730275 278.323420833333 85.8258994166667 0 102536.56 "winter" "Mar" 4
"113" 4.5875 279.342083333333 275.252916666667 77.0458333333333 0.6 4.41667639583333 279.844263333333 274.554110833333 70.2198807916667 1.701760158 100663.445 "spring" "Mar" 4
"114" 2.00791666666667 282.954583333333 280.739583333333 86.8208333333333 0.2 1.59959642083333 281.1276025 277.711407916667 80.8139585833333 0 102226.086 "autumn" "Oct" 2
"115" 2.5625 276.848333333333 275.578333333333 91.4375 0 2.49793321666667 275.769149583333 274.56130375 91.6968141666667 0.021867882 103484.445 "winter" "Jan" 4
"116" 4.89875 285.889166666667 284.851666666667 93.6125 12.9 5.35812701666667 286.44313875 284.925804166667 90.8269770416667 107.28607815 100071.445 "autumn" "Oct" 3
"117" 6.2725 279.496666666667 277.701666666667 88.5166666666667 2.8 5.9593259125 279.74211125 277.633507916667 86.6257667083333 49.707477197 100200.32 "winter" "Mar" 4
"118" 3.93333333333333 284.634166666667 282.2475 86.4833333333333 0 2.52076371416667 284.232775416667 282.613825416667 90.196769625 19.19481293 101731.57 "spring" "Apr" 4
"119" 4.09166666666667 277.74875 273.03625 71.7333333333333 0 3.52046082125 277.415954166667 273.765859583333 77.4830527083333 0 102277.94 "winter" "Feb" 3
"120" 5.61 277.89375 276.251666666667 89.5416666666666 0 4.37322699583333 278.172112916667 276.5770125 89.8083748333334 0.07603408193 102428.42 "winter" "Mar" 2
"122" 3.89333333333333 279.006666666667 274.4825 73.775 0 3.52551613333333 278.926689166667 274.978955 77.1126478333333 14.84068878 102189.05 "spring" "Apr" 4
"123" 2.36166666666667 277.059166666667 275.57375 90.5166666666667 0 1.86213809708333 275.651759166667 275.134527916667 96.5465495416667 0.3993910075 103499.93 "autumn" "Dec" 3
"126" 4.37375 276.827916666667 272.910416666667 75.9458333333333 0 4.6329995625 276.891722916667 274.540406666667 84.5215036666667 6.07690435842 100049.53 "winter" "Feb" 3
"127" 3.05666666666667 292.0975 286.750416666667 74.7583333333333 0.2 2.74372722458333 290.935035416667 286.259093333333 76.787817 0.1275377607 102363.18 "summer" "Aug" 3
"128" 3.84791666666667 288.845833333333 281.317083333333 63.4125 0 3.40299074583333 287.29113 281.870936666667 71.6046620416667 0 101879.07 "spring" "Apr" 3
"129" 2.66958333333333 279.322916666667 277.132916666667 86.275 0.2 1.85199257333333 278.384494166667 274.855773333333 79.1470544583333 0.0039281372 101860.57 "autumn" "Nov" 3
"130" 4.15166666666667 279.394166666667 272.475833333333 64.2875 0 3.2908106375 279.247800833333 270.88158 58.4755760833333 0 103395.695 "spring" "Apr" 2
"131" 4.77583333333333 286.06125 284.00875 88.1541666666667 3.4 4.62512085416667 286.133542083333 284.220315833333 88.5463165416667 50.7822848198 100889.664 "summer" "Jul" 4
"132" 7.05541666666667 279.03125 277.520833333333 90.1875 8.3 7.529799225 279.9299225 277.679195416667 85.7260925833333 89.8425858902 99712.03 "winter" "Feb" 4
"133" 7.61083333333333 275.994166666667 271.065416666667 70.2375 0 5.75596031666667 276.085885 271.3506675 69.856139125 0 99983.22 "winter" "Feb" 2
"134" 1.67416666666667 281.042083333333 279.013333333333 88.4958333333333 0.4 1.27444716333333 279.63216625 278.236310833333 91.3540458333334 0.280095304 103020.29 "winter" "Feb" 3
"135" 5.26541666666667 290.930416666667 289.239583333333 90.1833333333333 2.2 5.25205245416667 291.4297475 289.09521 86.8769735833333 10.1507695915 100557.84 "summer" "Jul" 3
"136" 4.18958333333333 280.03875 278.962916666667 92.9458333333333 3 3.6714912 279.8154825 278.797761666667 93.2779615833334 55.234014 102661.516 "autumn" "Dec" 4
"137" 7.41458333333333 283.097916666667 282.48875 96.1416666666667 26.2 7.50974790416667 283.07480625 282.165487083333 94.0781450833333 309.71020451 101293.44 "winter" "Jan" 4
"138" 6.19708333333334 272.336666666667 269.345416666667 81.4958333333333 0 5.94768719166667 272.1628875 268.711903333333 76.8127044583333 0 100861.87 "winter" "Jan" 3
"139" 2.60333333333333 291.114583333333 288.675 86.7125 0.2 2.52232922083333 290.749289166667 287.637056666667 82.8366965416667 0.7711320807 102073.03 "summer" "Jul" 4
"141" 4.47291666666667 276.414166666667 274.900416666667 89.925 2.8 4.17590544583333 276.866655 274.545420833333 84.8402589583334 65.82366252 101088.29 "winter" "Jan" 4
"142" 4.77291666666667 286.48125 284.122916666667 86.325 0.6 3.66361794583333 286.49535875 283.23105625 81.4957513333333 0.01064139826 102269.82 "summer" "Sep" 1
"143" 3.36125 282.321666666667 278.45625 78.1208333333333 0 2.74210347083333 281.753519583333 278.061954166667 78.984591 0.0294265636 102552.56 "spring" "Apr" 1
"144" 4.35916666666667 278.711666666667 275.619583333333 82.2041666666667 3.2 3.82900400416667 279.283677916667 274.750876666667 74.5516217916667 34.0635588154 100456.29 "spring" "Apr" 4
"145" 4.01041666666667 276.501666666667 275.345833333333 92.3458333333333 6 3.8062719625 276.579685 275.141786666667 90.567867375 75.318112564 99311.87 "winter" "Mar" 4
"146" 2.79958333333333 287.99375 285.38375 85.9833333333333 0 2.98493162333333 287.32314875 285.26990625 88.6977762916667 0.5064476812 102082.24 "autumn" "Oct" 3
"147" 4.885 284.1925 281.677083333333 85.1375 0 4.04271182083333 284.5887 281.457467916667 82.0181449166667 2.353552978 101236.516 "spring" "May" 2
"148" 3.05541666666667 275.5175 275.507916666667 99.9083333333333 0 2.5689558625 275.87366875 275.795990833333 99.457553125 2.747231216 101614.17 "winter" "Jan" 3
"149" 3.32541666666667 289.975833333333 286.00875 79.3041666666667 0 2.78689398333333 290.392569583333 285.844363333333 76.6070569583334 3.63895233263 102156.234 "summer" "Jul" 1
"150" 2.805 288.977916666667 285.704583333333 82.3625 0 2.47720535 289.31612875 285.581841666667 79.8255805416667 0.6714114643 102073.14 "summer" "Jul" 4
"151" 1.15833333333333 282.06875 281.92375 99.05 0.2 1.47297260041667 283.1052925 282.207878333333 94.5254735833333 1.598009384626 103363.35 "autumn" "Oct" 2
"152" 3.0575 289.832916666667 286.15875 80.7791666666667 0 2.64547675416667 290.26119125 286.535789583333 80.0627864583333 0.0559670055 101478.88 "summer" "Aug" 4
"153" 5.70333333333333 287.51875 286.96875 96.525 19.9 5.056861425 286.899445 286.28712875 96.1421505416666 291.828999324 100780.65 "summer" "Sep" 3
"154" 2.53291666666667 288.329583333333 285.065833333333 82.7041666666667 0.4 2.43811623083333 287.10761125 283.4771575 80.9540941666667 0.079891488665 101459.82 "summer" "Sep" 3
"155" 5.7175 280.635416666667 279.43375 92.3875 9.3 5.46498662916667 280.132742083333 278.517719166667 89.66053025 19.716419775 101589.72 "autumn" "Nov" 4
"156" 5.48541666666667 286.933333333333 286.090833333333 94.7166666666667 6.6 5.234290125 287.394063333333 286.210809166667 92.6248175 59.875112052 100177.89 "summer" "Sep" 4
"157" 5.78583333333333 283.851666666667 281.164583333333 84.375 0 5.39216378333333 283.72405 281.18342 84.99615975 4.32658459115 101870.44 "spring" "Mar" 3
"158" 5.56375 281.975416666667 281.23875 95.1958333333333 8.5 6.551686825 282.48363375 280.579949166667 88.0081437916667 59.81186708 98148.79 "autumn" "Nov" 3
"159" 3.40333333333333 275.774166666667 270.649583333333 70.2916666666667 0 3.31694091666667 275.944925416667 271.195548333333 70.064552875 0 103635.49 "winter" "Dec" 3
"160" 2.63291666666667 290.8675 285.12 71.1958333333333 0.2 2.58389746875 289.791333333333 285.776595 78.6001275416667 0.0990379553 101300.44 "summer" "Aug" 3
"161" 3.03083333333333 282.920833333333 279.077083333333 79.3416666666667 0.2 2.92342506875 281.997448333333 278.3788725 79.7102180833333 0 102521.3 "spring" "Apr" 3
"162" 3.65 287.38125 284.011666666667 81.5791666666667 0.2 2.6236795875 288.01281 282.98752625 73.7893869583333 0.034088805 102493.95 "summer" "Aug" 3
"163" 3.23791666666667 281.40625 279.26 87.5041666666667 0.4 3.24259099166667 281.383198333333 278.491095416667 82.9126635833333 0 100929.83 "autumn" "Oct" 2
"164" 4.91416666666667 281.297083333333 277.3975 78.0875 0 3.74772229166667 281.093482916667 277.849636666667 81.311634 0 102322.45 "spring" "Apr" 2
"165" 5.13041666666667 278.3575 275.961666666667 85.1375 5.4 4.18481432916667 278.6616075 275.929542083333 83.1993039583333 31.416395623 101537.7 "spring" "Apr" 4
"166" 3.225 282.06 278.24125 77.8583333333333 0.2 2.40745043958333 281.92627125 278.566889166667 80.9080472083333 0 102237.195 "spring" "Apr" 4
"167" 5.20458333333333 283.080833333333 281.159583333333 88.3375 12.7 6.29543431666667 283.672790416667 281.540726666667 86.9739289583333 82.3812512 99173.13 "autumn" "Nov" 4
"168" 3.40416666666667 283.983333333333 283.717083333333 98.3916666666667 0 3.18640262916667 284.36705 283.928109583333 97.1593357916667 3.9301095799 102944.34 "autumn" "Nov" 4
"169" 4.3475 276.194166666667 273.890833333333 85.9125 4.2 3.19245232625 276.233273333333 274.21369125 87.344127 11.0116504302 100536.19 "winter" "Mar" 4
"170" 5.1275 278.00625 275.825416666667 86.8 0 4.07847769583333 277.2019775 275.713600833333 90.6528657083333 1.8518314076 102891.164 "winter" "Mar" 1
"171" 3.56291666666667 281.8375 278.15125 79.3083333333333 0.2 3.0773625125 282.347313333333 278.577304166667 78.6038766666667 0 101692.18 "spring" "Mar" 2
"172" 3.09541666666667 282.555 280.395416666667 86.8166666666667 6.5 2.8028173625 282.724 280.445260416667 86.0147234166667 52.7666561737 101431.66 "spring" "May" 4
"173" 4.39583333333333 277.589166666667 274.559166666667 81.9958333333333 0.2 3.30606576666667 277.299670416667 274.474922083333 82.6592545 0 102510.734 "winter" "Mar" 2
